Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
meduoliams,Meduoliams,"Sudėtis: cinamonas, muskatų riešutai, kvapieji pipirai, imbierai, gvazdikėliai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,52,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Meduoliams.jpg?v=1634631185,1,,false,,,,,,,,,,,,,,,,,kg,,,active
meduoliams,,,,,,,,,250g,,,,,52-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meduoliams,,,,,,,,,350g,,,,,52-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meduoliams,,,,,,,,,1kg,,,,,52-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
margainio-seklos,Margainio sėklos,"Naudojami kepiniuose arba prieš valgį,  sumaišius su vandeniu.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,51,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Margainioseklos.jpg?v=1634631033,1,,false,,,,,,,,,,,,,,,,,kg,,,active
margainio-seklos,,,,,,,,,250g,,,,,51-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
margainio-seklos,,,,,,,,,350g,,,,,51-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
margainio-seklos,,,,,,,,,1kg,,,,,51-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
1-65,Malti pipirai,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,50,1000.0,,0,deny,manual,1.65,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Maltipipirai.jpg?v=1634630890,1,,false,,,,,,,,,,,,,,,,,kg,,,active
1-65,,,,,,,,,250g,,,,,50-1,1000.0,,0,deny,manual,4.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
1-65,,,,,,,,,350g,,,,,50-2,1000.0,,0,deny,manual,5.78,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
1-65,,,,,,,,,1kg,,,,,50-3,1000.0,,0,deny,manual,16.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
malti-kvapnieji-pipirai,Malti kvapnieji pipirai,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,49,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Maltikvapnieji.jpg?v=1634630817,1,,false,,,,,,,,,,,,,,,,,kg,,,active
malti-kvapnieji-pipirai,,,,,,,,,250g,,,,,49-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
malti-kvapnieji-pipirai,,,,,,,,,350g,,,,,49-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
malti-kvapnieji-pipirai,,,,,,,,,1kg,,,,,49-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
madridas,Madridas,"<p>Universalus mišinukas.</p>
<p>Sudėtis: svogūnai, česnakai, morkos, saldžios raudonos paprikos, ciberžolė,  porai, juodieji pipirai, jūros druska 3 %.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,48,1000.0,,0,deny,manual,1.50,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Madridas.jpg?v=1634630697,1,,false,,,,,,,,,,,,,,,,,kg,,,active
madridas,,,,,,,,,250g,,,,,48-1,1000.0,,0,deny,manual,3.75,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
madridas,,,,,,,,,350g,,,,,48-2,1000.0,,0,deny,manual,5.25,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
madridas,,,,,,,,,1kg,,,,,48-3,1000.0,,0,deny,manual,15.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasinukams,Lašinukams,"<p>Skirti ilgo galiojimo gaminiams, lašiniams, dešroms.</p>
<p>Sudėtis: juodieji pipirai, baltieji pipirai, žalieji pipirai, česnakai, kvapieji pipirai, laurų lapai, raudonieji pipirai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,47,1000.0,,0,deny,manual,3.60,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Lasinukams.jpg?v=1634630614,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lasinukams,,,,,,,,,250g,,,,,47-1,1000.0,,0,deny,manual,9.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasinukams,,,,,,,,,350g,,,,,47-2,1000.0,,0,deny,manual,12.60,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasinukams,,,,,,,,,1kg,,,,,47-3,1000.0,,0,deny,manual,36.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasiniuotis-stambus,Lašiniuotis stambus,"<p>Naudojami lašinukams ir dešrų gamybai.</p>
<p> Sudėtis: šesnakai, juodieji pipirai, lauro lapai, kvapieji pipirai, kalendra.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,46,1000.0,,0,deny,manual,1.90,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Lasiniuotisstambus.jpg?v=1634630539,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lasiniuotis-stambus,,,,,,,,,250g,,,,,46-1,1000.0,,0,deny,manual,4.75,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasiniuotis-stambus,,,,,,,,,350g,,,,,46-2,1000.0,,0,deny,manual,6.65,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasiniuotis-stambus,,,,,,,,,1kg,,,,,46-3,1000.0,,0,deny,manual,19.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasiniuotis-smulkus,Lašiniuotis smulkus,"<p>Tinka lašiniams, dešrų gamybai.</p>
<p>Sudėtis: česnakai, juodieji pipirai, laurų lapai, kvapieji pipirai, kalendrų sėklos.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,45,1000.0,,0,deny,manual,1.90,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Lasiniuotissmulkus.jpg?v=1634630249,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lasiniuotis-smulkus,,,,,,,,,250g,,,,,45-1,1000.0,,0,deny,manual,4.75,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasiniuotis-smulkus,,,,,,,,,350g,,,,,45-2,1000.0,,0,deny,manual,6.65,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lasiniuotis-smulkus,,,,,,,,,1kg,,,,,45-3,1000.0,,0,deny,manual,19.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lauko-kepsniu-prieskoniai,Lauko kepsnių prieskoniai,"Sudėtis: česnakai, raudonos saldžios paprikos, bazilikai, kalendros, juodieji pipirai,  lauro lapai, ožragės, čili,  kmynai, muskatai, petražolės, druska 14%.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,44,1000.0,,0,deny,manual,1.60,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Laukokepsniuprieskoniai.jpg?v=1634630176,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lauko-kepsniu-prieskoniai,,,,,,,,,250g,,,,,44-1,1000.0,,0,deny,manual,4.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lauko-kepsniu-prieskoniai,,,,,,,,,350g,,,,,44-2,1000.0,,0,deny,manual,5.60,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
lauko-kepsniu-prieskoniai,,,,,,,,,1kg,,,,,44-3,1000.0,,0,deny,manual,16.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kvapnieji-pipirai,Kvapnieji pipirai,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,43,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kvapniejipipirai.jpg?v=1634630105,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kvapnieji-pipirai,,,,,,,,,250g,,,,,43-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kvapnieji-pipirai,,,,,,,,,350g,,,,,43-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kvapnieji-pipirai,,,,,,,,,1kg,,,,,43-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kuminas-maltas,Kuminas maltas,"<span data-mce-fragment=""1"">Romos kmynai, naudojami pagal skonį. Turi stiprų aromatą.</span>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,42,1000.0,,0,deny,manual,1.25,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kuminasmaltas.jpg?v=1634630024,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kuminas-maltas,,,,,,,,,250g,,,,,42-1,1000.0,,0,deny,manual,3.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kuminas-maltas,,,,,,,,,350g,,,,,42-2,1000.0,,0,deny,manual,4.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kuminas-maltas,,,,,,,,,1kg,,,,,42-3,1000.0,,0,deny,manual,12.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kuminai,Kuminai,"Romos kmynai, naudojami pagal skonį. Turi stiprų aromatą.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,41,1000.0,,0,deny,manual,1.25,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kuminai.jpg?v=1634629902,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kuminai,,,,,,,,,250g,,,,,41-1,1000.0,,0,deny,manual,3.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kuminai,,,,,,,,,350g,,,,,41-2,1000.0,,0,deny,manual,4.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kuminai,,,,,,,,,1kg,,,,,41-3,1000.0,,0,deny,manual,12.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
krapu-seklos,Krapų sėklos,Naudojama arbatai arba marinatams.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,40,1000.0,,0,deny,manual,1.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Krapuseklos.jpg?v=1634566182,1,,false,,,,,,,,,,,,,,,,,kg,,,active
krapu-seklos,,,,,,,,,250g,,,,,40-1,1000.0,,0,deny,manual,3.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
krapu-seklos,,,,,,,,,350g,,,,,40-2,1000.0,,0,deny,manual,4.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
krapu-seklos,,,,,,,,,1kg,,,,,40-3,1000.0,,0,deny,manual,12.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
korejietiskos-morkytes,Korėjietiškos morkytės,"<p>Puikiai tinka įvairioms daržovių salotoms.</p>
<p>Sudėtis: cukrus, valgomoji druska, laktozė, rūgštingumą reguliuojanti medžiaga citrinos rūgštis, maistinės kviečių skaidulos, česnakai, aitriosios čili paprikėlės, paprikos ekstraktas.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,39,1000.0,,0,deny,manual,1.60,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Korejietiskosmorkytes.jpg?v=1634566096,1,,false,,,,,,,,,,,,,,,,,kg,,,active
korejietiskos-morkytes,,,,,,,,,250g,,,,,39-1,1000.0,,0,deny,manual,4.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
korejietiskos-morkytes,,,,,,,,,350g,,,,,39-2,1000.0,,0,deny,manual,5.60,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
korejietiskos-morkytes,,,,,,,,,1kg,,,,,39-3,1000.0,,0,deny,manual,16.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kiaulienai-raudonas,Kiaulienai - raudonas,"Sudėtis: valgomoji druska, saldžios raudonos paprikos, česnakai, kalendra,  karis, cukrus, mairūnai, kmynai, petražolės, garstyčių sėklos.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,38,1000.0,,0,deny,manual,1.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kiaulienai-raudonas.jpg?v=1634566000,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kiaulienai-raudonas,,,,,,,,,250g,,,,,38-1,1000.0,,0,deny,manual,3.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kiaulienai-raudonas,,,,,,,,,350g,,,,,38-2,1000.0,,0,deny,manual,4.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kiaulienai-raudonas,,,,,,,,,1kg,,,,,38-3,1000.0,,0,deny,manual,12.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
keptoms-bulvems,Keptoms bulvėms,"Sudėtis: valgomoji druska, svogūnai, cukrus, kviečių skaidulos, baltieji pipirai, krapai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,37,1000.0,,0,deny,manual,0.68,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Keptomsbulvems.jpg?v=1634565932,1,,false,,,,,,,,,,,,,,,,,kg,,,active
keptoms-bulvems,,,,,,,,,250g,,,,,37-1,1000.0,,0,deny,manual,1.70,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
keptoms-bulvems,,,,,,,,,350g,,,,,37-2,1000.0,,0,deny,manual,2.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
keptoms-bulvems,,,,,,,,,1kg,,,,,37-3,1000.0,,0,deny,manual,6.80,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
keptam-suriui,Keptam sūriui,"Sudėtis: druska 48%, svogūnai, česnakai, ciberžolės, saldžios raudonos paprikos, petražolės, peletrūnai, morkos, baltieji pipirai, maistinės skaidulos, karis.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,36,1000.0,,0,deny,manual,0.75,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Keptamsuriui.jpg?v=1634565835,1,,false,,,,,,,,,,,,,,,,,kg,,,active
keptam-suriui,,,,,,,,,250g,,,,,36-1,1000.0,,0,deny,manual,1.88,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
keptam-suriui,,,,,,,,,350g,,,,,36-2,1000.0,,0,deny,manual,2.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
keptam-suriui,,,,,,,,,1kg,,,,,36-3,1000.0,,0,deny,manual,7.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kaukazietiskas,Kaukazietiškas,"<p>Naudojami mėsos gaminiams, troškiniams, sriuboms.</p>
<p>Sudėtis: kalendrų sėklos, petražolės, valgomoji druska, česnakai, ciberžolės, čiobreliai, ožragių sėklos.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,35,1000.0,,0,deny,manual,0.87,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kaukazietiskas.jpg?v=1634565785,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kaukazietiskas,,,,,,,,,250g,,,,,35-1,1000.0,,0,deny,manual,2.18,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kaukazietiskas,,,,,,,,,350g,,,,,35-2,1000.0,,0,deny,manual,3.05,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kaukazietiskas,,,,,,,,,1kg,,,,,35-3,1000.0,,0,deny,manual,8.70,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
karis,Karis,"<p>Naudojami pagal skonį.</p>
<p>Sudėtis: gvazdikėliai, ožragė, imbieras, kalendra,  čili, kurkuma,  garstyčios, petražolės,  juodieji pipirai,  druska.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,34,1000.0,,0,deny,manual,0.68,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Karis.jpg?v=1634565710,1,,false,,,,,,,,,,,,,,,,,kg,,,active
karis,,,,,,,,,250g,,,,,34-1,1000.0,,0,deny,manual,1.70,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
karis,,,,,,,,,350g,,,,,34-2,1000.0,,0,deny,manual,2.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
karis,,,,,,,,,1kg,,,,,34-3,1000.0,,0,deny,manual,6.80,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kardamonai,Kardamonai,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,33,1000.0,,0,deny,manual,7.45,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kardamonai.jpg?v=1634565639,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kardamonai,,,,,,,,,250g,,,,,33-1,1000.0,,0,deny,manual,18.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kardamonai,,,,,,,,,350g,,,,,33-2,1000.0,,0,deny,manual,26.08,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kardamonai,,,,,,,,,1kg,,,,,33-3,1000.0,,0,deny,manual,74.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kardamonai-malti,Kardamonai malti,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,32,1000.0,,0,deny,manual,3.68,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kardamonaimalti.jpg?v=1634565547,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kardamonai-malti,,,,,,,,,250g,,,,,32-1,1000.0,,0,deny,manual,9.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kardamonai-malti,,,,,,,,,350g,,,,,32-2,1000.0,,0,deny,manual,12.88,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kardamonai-malti,,,,,,,,,1kg,,,,,32-3,1000.0,,0,deny,manual,36.80,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
karaliskas-prieskoniu-misinys,Karališkas prieskonių mišinys,"<p>Naudojami pagal skonį, pikantiškas mišinukas.</p>
<p>Sudėtis: juodi pipirai, raudoni pipirai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,31,1000.0,,0,deny,manual,2.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Karaliskasprieskoniumisinys.jpg?v=1634565437,1,,false,,,,,,,,,,,,,,,,,kg,,,active
karaliskas-prieskoniu-misinys,,,,,,,,,250g,,,,,31-1,1000.0,,0,deny,manual,5.88,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
karaliskas-prieskoniu-misinys,,,,,,,,,350g,,,,,31-2,1000.0,,0,deny,manual,8.23,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
karaliskas-prieskoniu-misinys,,,,,,,,,1kg,,,,,31-3,1000.0,,0,deny,manual,23.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kalendru-seklos-maltos,Kalendrų sėklos maltos,Naudojamos pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,30,1000.0,,0,deny,manual,0.65,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kalendruseklosmaltos.jpg?v=1634565357,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kalendru-seklos-maltos,,,,,,,,,250g,,,,,30-1,1000.0,,0,deny,manual,1.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kalendru-seklos-maltos,,,,,,,,,350g,,,,,30-2,1000.0,,0,deny,manual,2.28,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kalendru-seklos-maltos,,,,,,,,,1kg,,,,,30-3,1000.0,,0,deny,manual,6.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kajeno-pipirai-malti,Kajeno pipirai malti,Labai aštrūs pipirai. Pasižymi savybe deginti  riebalus kraujagyslėse.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,29,1000.0,,0,deny,manual,0.95,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kajeno.jpg?v=1634565287,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kajeno-pipirai-malti,,,,,,,,,250g,,,,,29-1,1000.0,,0,deny,manual,2.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kajeno-pipirai-malti,,,,,,,,,350g,,,,,29-2,1000.0,,0,deny,manual,3.33,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kajeno-pipirai-malti,,,,,,,,,1kg,,,,,29-3,1000.0,,0,deny,manual,9.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kadugiu-uogos,Kadugių uogos,Naudojami mėsos gaminiams. Ypač tinka žvėrienai.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,28,1000.0,,0,deny,manual,1.30,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kadugiuuogos.jpg?v=1634565190,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kadugiu-uogos,,,,,,,,,250g,,,,,28-1,1000.0,,0,deny,manual,3.25,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kadugiu-uogos,,,,,,,,,350g,,,,,28-2,1000.0,,0,deny,manual,4.55,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kadugiu-uogos,,,,,,,,,1kg,,,,,28-3,1000.0,,0,deny,manual,13.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kadugio-uogos-maltos,Kadugio uogos maltos,Naudojamos mėsos gaminiams. Ypač tinka žvėrienai.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,27,1000.0,,0,deny,manual,1.60,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Kadugiouogosmaltos.jpg?v=1634565106,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kadugio-uogos-maltos,,,,,,,,,250g,,,,,27-1,1000.0,,0,deny,manual,4.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kadugio-uogos-maltos,,,,,,,,,350g,,,,,27-2,1000.0,,0,deny,manual,5.60,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
kadugio-uogos-maltos,,,,,,,,,1kg,,,,,27-3,1000.0,,0,deny,manual,16.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
juoduju-garstyciu-seklos,Juodųjų garstyčių sėklos,"Naudojama į kepinius, į mėsos gaminius, turi mėsą minkštinančią savybę.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,26,1000.0,,0,deny,manual,0.90,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Juodujugarstyciuseklos.jpg?v=1634565038,1,,false,,,,,,,,,,,,,,,,,kg,,,active
juoduju-garstyciu-seklos,,,,,,,,,250g,,,,,26-1,1000.0,,0,deny,manual,2.25,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
